elem,model,a,cohesive-energy,c11,c12,bulk,shear,volume,bulk*volume,shear*volume,formation-energy,migration-energy,relaxation-volume,edt11,spedt11,spedt33,spdst11,spdst33,ln_a,ln_cohesive-energy,ln_c11,ln_c12,ln_bulk,ln_shear,ln_volume,ln_bulk*volume,ln_shear*volume,ln_formation-energy,ln_migration-energy,ln_relaxation-volume,ln_edt11,ln_spedt11,ln_spedt33,ln_spdst11,ln_spdst33
Ni,EAM_Dynamo_Mendelev_NiZr__MO_149104665840_002,3.51812114894,4.385508769552925,1.5417701702600433,0.9193637576819739,1.1268325618746637,0.3112032062890347,43.544406122504626,49.06725470633268,13.551158801275312,1.7581178963959436,1.035380577359103,-0.4488536340868464,-0.5057823953787124,2.968653297487462,-3.530521507843857,3.7179907847169464,-6.724018007881002,1.2579270826013393,1.478305644077332,0.432931217508634,-0.08407341591931171,0.11941065425489761,-1.167309183745646,3.773781247804018,3.8931919020589154,2.6064720640583716,0.5642438598107039,0.03476906672279934,-100,-100,1.0881084147923794,-100,1.3131834107369946,-100
Al,EAM_QuinticClampedSpline_Cai_Ye_AlCu__MO_246347493730_000,4.02881718309,3.3147771783345155,0.504697448822537,0.3788394491400914,0.4207921157009065,0.0629289998412228,65.39321387946947,27.516948820823846,4.115129545838183,0.7298699496024441,0.4227676023780521,0.5999425550005287,0.2524510448494731,-0.2241237006383502,-3.2836830076220083,7.117779433593714,-17.191832874854185,1.3934728299228345,1.1983904051900334,-0.6837961404881314,-0.9706427806953724,-0.8656163541863848,-2.7657481747648447,4.1804184897685035,3.314802135582119,1.414670315003659,-0.3148889119400441,-0.8609326542747657,-0.510921370015302,-1.3765379308484902,-100,-100,1.96259579947579,-100
Fe,EAM_Dynamo_Mendelev_Han_VFe__MO_249706810527_002,3.6584048152,3.8924022779800054,0.529199581304781,0.3086975784949379,0.38219824609821895,0.11025100140492153,48.963818563287944,18.713885577160067,5.398310029211382,1.7655825059393102,0.43699514454196686,3.9852788100803176,1.5231669961884997,1.9424574928369536,13.721807241751119,-12.688318492954437,40.73230581277272,1.2970272095646471,1.3590265192034265,-0.6363896379268706,-1.1753931917064806,-0.9618158361498141,-2.204995681658595,3.891081628693941,2.9292657925441272,1.6860859470353462,0.5684806676304404,-0.827833194836221,1.3826072746831606,0.42079171740195753,0.6639539203108165,2.618986336782708,-100,3.707021532205538
O,MEAM_2NN_Fe_to_Ga__MO_145522277939_001,6.7,1.6033360519536157e-18,4.011285276906367e-44,5.0848376872524593e-33,3.389891791515011e-33,-2.5424188436061732e-33,300.76300000000003,1.0195540248914293e-30,-7.646655186595236e-31,0,0,-422497.5663822727,-1.4322210322143345e-27,-1.4322210322143345e-27,-1.4322210322143345e-27,-140832.5221274242,-140832.52212742422,1.9021075263969205,-40.97444518283953,-99.92463238384266,-74.35904495972346,-74.76451006782767,-100,5.706322579190761,-69.05818748863692,-100,-100,-100,-100,-100,-100,-100,-100,-100
Cu,EAM_Dynamo_Cai_Ye_AlCu__MO_942551040047_002,3.61472814006,3.52456766552127,1.0506475518410168,0.7925822715098544,0.8786040316202418,0.1290326401655812,47.23097599591707,41.497325927371605,6.09433753035037,1.2758947320890783,0.6560952788300752,2.4402162696908443,2.1439838745873683,2.4124918671502265,-2.4800114473531236,6.616017840078451,-12.342373460880406,1.2850166494799133,1.259757780663269,0.04940669011731001,-0.23245896598812854,-0.12942095876416385,-2.047689882086386,3.85504994843974,3.725628989675576,1.8073600663533538,0.24364768315662977,-0.42144925846564624,0.8920866704964489,0.7626657219990065,0.8806601830958819,-100,1.889493654222962,-100
Al,EAM_QuinticClampedSpline_Ercolessi_Adams_Al__MO_450093727396_000,4.03208289279,3.3600000012959064,0.7360157724542743,0.3880322503351856,0.5040267577082153,0.17399176105954434,65.55236362134416,33.04014529617606,11.40557118809328,0.6949175083676318,0.6094887452681025,6.608142444543613,3.3306807355138384,3.132558693017999,-1.9472102433085006,5.817778488331741,-8.779949262973647,1.3942830892854183,1.2119409743607994,-0.30650373051783264,-0.9466668233925097,-0.685125921629126,-1.7487473311211694,4.182849267856255,3.497723346227129,2.4341019367350856,-0.3639621334581293,-0.49513479574712915,1.888302592364007,1.2031767081796239,1.1418501444100004,-100,1.7609184858404163,-100
Al,EAM_QuinticHermiteSpline_Ercolessi_Adams_Al__MO_781138671863_000,4.0320824704,3.360000001102998,0.7361028290854669,0.3880037378371993,0.5040367682532886,0.17404954562413377,65.55234302008616,33.04079112727524,11.409355517243352,0.6949166698458952,0.6094909890158442,6.607532662496291,3.3304394465405656,3.1315470351357844,-1.9485502098273724,5.815717068046414,-8.7781079697885,1.394282984528142,1.211940974303386,-0.3063854565809324,-0.9467403058042373,-0.6851060606881916,-1.7484152753334758,4.1828489535844255,3.497742892896234,2.4344336782509495,-0.36396334010817394,-0.4951311143934879,1.8882103107298391,1.203104261213713,1.1415271428723786,-100,1.760564091875694,-100
U,EAM_Dynamo_Smirnova_UMoXe__MO_679329885632_002,4.79967701437,3.877928674842528,3.615046677335859,1.6170404842497053,2.2830425486117565,0.9990030965430768,110.56967673542466,252.43527657322196,110.45944944245625,2.7468969593652073,2.1263811769816856,-1.1815368679768858,-2.6974989469144424,-0.09092951928399812,5.253807977623417,-0.6448369063029876,2.030198598956739,1.5685486269769444,1.3553011643982333,1.2851047676534693,0.48059761692330555,0.8255090045232472,-0.0009974006956678559,4.705645880930833,5.531154885454081,4.704648480235165,1.0104718961676034,0.7544215568786374,-100,-100,-100,1.6589531427506587,-100,0.7081336202668516
Pd,EAM_Dynamo_Hale_Wong_pairHybrid_PdAgH__MO_104806802344_002,3.88485926986,3.910424602748264,1.5394864255373257,1.2512788729009516,1.3473480571130763,0.14410377631818705,58.63080714082226,78.99610408815835,8.448920717575815,1.2471445083115376,0.45348772207742255,8.034323545310187,10.825030285407848,10.303463934163883,5.361764712928252,7.856988593396528,-9.289334370492497,1.3570867591892468,1.3636459621546315,0.43144887089458384,0.2241661266265797,0.2981382583434721,-1.9372215700869564,4.07126027756774,4.369398535911213,2.134038707480784,0.22085654475646233,-0.7907870834926235,2.0837228071339355,2.3818610716128474,2.3324801429857343,1.6792931583825568,2.061403402416702,-100
P,EAM_Dynamo_Ackland_Mendelev_FeP__MO_884343146310_002,4.69809909031,1.8827610067385467,0.5615905790480203,0.4666334107054223,0.4982858001529549,0.04747858417129902,103.69707765772773,51.67078131420397,4.923390429890158,1.1386953933581165,0.8801355767783532,3.4847851935070304,1.7364189410302922,2.0227929629491896,-2.9845275547742425,17.814073984269104,-34.918352686972455,1.547157978034296,0.6327393200789276,-0.5769822016106348,-0.762211317360304,-0.696581470683284,-3.0474765291608685,4.641473934102889,3.9448924634196043,1.59399740494202,0.1298832152989857,-0.12767931885574849,1.2484064048686412,0.551824912602128,0.7044792113513106,-100,2.8799888181541413,-100
H,EAM_Dynamo_Hale_Wong_pairHybrid_PdAgH__MO_104806802344_002,3.25366600156,1.7686821066369578,2.022665850941484,1.0028065201895608,1.3427596304402016,0.5099296653759615,34.4444225094845,46.25058003956156,17.564232844329666,1.1229340567764154,0.5039400864337318,1.6197337264666052,2.174912979825163,0.7434444574579473,-5.720763302692168,1.7624315610114953,-4.575901146430276,1.1797823611071174,0.5702346967324542,0.7044163695261455,0.002802589264869098,0.29472692195436534,-0.6734824738018922,3.539347083321352,3.8340740052757174,2.8658646095194595,0.1159449534412813,-0.6852978941006429,0.48226176935602033,0.776988654464468,-0.2964612200312016,-100,0.5666944243185825,-100
Al,IMD_EAM_Schopf_AlMnPd__MO_878712978062_002,4.21070026681,3.7262808682698365,0.35084846637961753,0.1899637202043076,0.2435919689294109,0.08044237308765496,74.65570199066339,18.185529439713036,6.00548183265373,0.4838077379974821,0.09863317509679939,7.814395001874088,1.903523613346592,1.487772771592933,-0.0821631443460887,4.572489375585933,-5.185652415875648,1.4376289680214425,1.3154106499798135,-1.0474008684502476,-1.6609221713473332,-1.4122607119599306,-2.5202142131745155,4.312886904064327,2.9006261921043968,1.792672690889812,-0.7260676867268361,-2.3163476125360147,2.055967545889424,0.6437067019888935,0.39728021748714504,-100,1.5200577777341882,-100
Cu,EAM_Dynamo_Foiles_Baskes_Universal3_Cu__MO_666348409573_001,3.61499994546,3.5400000022796085,1.043981495947136,0.7748982405798658,0.8645926590356225,0.13454162768363515,47.24163123677706,40.844767568185404,6.3559659610260475,1.2855910511397282,0.6763951107075976,3.0531667236231224,2.6397456309599727,3.426334416454668,-1.5564231341638446,6.853144954020658,-11.664387910314797,1.285091840523591,1.2641267277896402,0.04304176511480471,-0.25502356072730753,-0.14549679737495563,-2.0058816283187544,3.855275521570773,3.709778724195817,1.8493938932520184,0.25121857457354146,-0.3909778903877434,1.1161793220301464,0.9706825606069802,1.2314910064793685,-100,1.9247076642872782,-100
Ta,EAM_Dynamo_Li_Siegel_Ta__MO_103054252769_002,4.20391533216,7.951517224043363,1.8611086538456614,1.4384405282261097,1.579329903432627,0.21133406280977585,74.2953925937352,117.33693521055292,15.701147164881391,2.930657183346029,1.8459295311614934,3.753064327041903,5.927326849485297,15.296351556546838,7.121808812255418,9.100119183772218,-10.240211571861956,1.4360163129831611,2.073362756249117,0.6211723606122502,0.36355956024631486,0.45700064532654805,-1.5543151614377044,4.308048938949483,4.765049584276031,2.753733777511779,1.0752266925360376,0.6129829615500144,1.3225726601717012,1.779573327140682,2.7276143396057826,1.9631617398245815,2.208287510554864,-100
Pd,EAM_Dynamo_Hale_Wong_pairMorse_PdAgH__MO_108983864770_002,3.88485926986,3.910424602748264,1.5394864255373257,1.2512788729009516,1.3473480571130763,0.14410377631818705,58.63080714082226,78.99610408815835,8.448920717575815,1.2471445083115376,0.45348772207742255,8.034323545310187,10.825030285407848,10.303463934163883,5.361764712928252,7.856988593396528,-9.289334370492497,1.3570867591892468,1.3636459621546315,0.43144887089458384,0.2241661266265797,0.2981382583434721,-1.9372215700869564,4.07126027756774,4.369398535911213,2.134038707480784,0.22085654475646233,-0.7907870834926235,2.0837228071339355,2.3818610716128474,2.3324801429857343,1.6792931583825568,2.061403402416702,-100
Ni,EAM_Dynamo_Mendelev_Ni__MO_832600236922_002,3.51812109053,4.3855087695729775,1.541751927684911,0.9193413777168785,1.126811561039556,0.31120527498401623,43.54440395365204,49.06633779355167,13.551248206411367,1.7581179166804368,1.0353805185711655,-0.44886709771617345,-0.5057885190619007,2.9685935525572793,-3.5305732363352833,3.7179513448927235,-6.723978724628669,1.2579270659987272,1.4783056440819042,0.432919385211311,-0.08409775909937425,0.11939201703095005,-1.1673025363587808,3.7737811979961817,3.8931732150271317,2.606478661637401,0.5642438713483221,0.0347690099437363,-100,-100,1.0880882893262522,-100,1.3131728028480316,-100
Cu,EAM_Dynamo_Hoyt_Garvin_PbCu__MO_119135752160_002,3.61503431848,3.540053051404032,1.0565415656626576,0.778678729139125,0.8712996746469691,0.1389314182617663,47.242978832627706,41.16279208622217,6.563534052127572,1.2858990849674374,0.6772682712703946,3.0433204431784704,2.651643823700857,3.456901395906751,-1.5453993549759024,6.68551213740565,-11.31723630644119,1.2851013489211296,1.2641417133057156,0.055000900094820844,-0.25015673263317156,-0.13776930315599614,-1.9737748614104604,3.855304046763389,3.7175347436073927,1.8815291853529286,0.25145815070479505,-0.3896878197608496,1.1129491703915073,0.9751797585154048,1.2403726375089064,-100,1.8999428175530457,-100
Mn,MEAM_2NN_Fe_to_Ga__MO_145522277939_001,3.68578395844,2.9090040780409585,1.0047825568353488,0.7632142355002796,0.8437370092786359,0.12078416066753461,50.07138756392573,42.24708279361818,6.0478305203676,1.0778530184340975,0.43056286410734723,4.806444719827187,3.995168295323851,4.751458832889068,1.6447231786570113,5.383485673121006,-7.477205355090604,1.3044832461463036,1.06781078138247,0.004771156743681911,-0.2702165066369515,-0.169914433324429,-2.1137501223803064,3.913449738438911,3.7435353051144817,1.7996996160586043,0.07497111665468383,-0.8426619399740422,1.5699576673293705,1.3850857048200165,1.5584516936075115,0.4975720896049265,1.6833360590127342,-100
H,EAM_Dynamo_Hale_Wong_pairMorse_PdAgH__MO_108983864770_002,3.25366600156,1.7686821066369578,2.022665850941484,1.0028065201895608,1.3427596304402016,0.5099296653759615,34.4444225094845,46.25058003956156,17.564232844329666,1.1229340567764154,0.5039400864337318,1.6197337264666052,2.174912979825163,0.7434444574579473,-5.720763302692168,1.7624315610114953,-4.575901146430276,1.1797823611071174,0.5702346967324542,0.7044163695261455,0.002802589264869098,0.29472692195436534,-0.6734824738018922,3.539347083321352,3.8340740052757174,2.8658646095194595,0.1159449534412813,-0.6852978941006429,0.48226176935602033,0.776988654464468,-0.2964612200312016,-100,0.5666944243185825,-100
Pb,EAM_Dynamo_Hoyt_Garvin_PbCu__MO_119135752160_002,4.91013044565,2.0299992097479356,0.2686808511371419,0.2241882047831729,0.23901908690116258,0.02224632317698451,118.3802056409732,28.29512865947727,2.6335243124469745,0.3102897707769408,0.2238447514018327,24.24605739051011,5.795270659303325,4.815826738852042,3.155412541975898,18.38384365388704,-18.935001884461677,1.5913005087956824,0.7080354037668889,-1.314231030741454,-1.4952693799725905,-1.4312118687282467,-3.805578534497858,4.773901526387047,3.3426896576588008,0.9683229918891897,-1.1702486736627336,-1.4968025415129427,3.1882540223309985,1.7570421813616652,1.5719077312073781,1.149119245599083,2.9114722166036917,-100
Pb,EAM_Dynamo_Landa_Wynblatt_AlPb__MO_699137396381_002,4.9091222349,2.0300039202347677,0.2745494761920753,0.22934139152151853,0.2444107530783708,0.022604042335278393,118.307298601948,28.915575945969795,2.6742231861708547,0.31267164082417187,0.22123005925261455,23.095246845364812,5.644726698105799,4.411451175327027,2.754178742708768,17.48262270440822,-19.17614005363629,1.5910951549288774,0.7080377242019632,-1.2926237931371476,-1.472543592885727,-1.4089050547869002,-3.7896265243053757,4.773285464786633,3.364380409999732,0.9836589404812565,-1.162601709951253,-1.5085521268276394,3.1396268320854546,1.730721781567905,1.4842037000288468,1.0131193011447184,2.861207399270423,-100
Cu,EAM_Dynamo_Mendelev_King_Cu__MO_748636486270_002,3.63902985156,3.4227191629636278,1.0868118680498964,0.7938575016649332,0.8915089571265876,0.1464771831924816,48.18999204054795,42.96180954800746,7.058734292167572,1.1068956073274512,0.9201298010269047,3.5365119750499976,3.1528320813591577,4.692236286638401,-0.74742275852161,7.265884991871064,-11.302395065498008,1.2917171218280334,1.2304353120582683,0.08324851868884127,-0.23085130277733032,-0.11483979447581165,-1.920885608781108,3.8751513654841006,3.760311571008289,1.9542657567029926,0.10155934695586379,-0.08324053081831466,1.263140923618529,1.1483011223604485,1.5459092889943336,-100,1.983190105414874,-100
Pb,EAM_Dynamo_Zhou_Johnson_Pb__MO_116920074573_002,4.94935555464,2.019998061558366,4.693595167058098,0.2640568244953334,1.7405696053495883,2.2147691712813824,121.24000959978304,211.02667566167466,268.51863558745833,0.5927633485683994,0.31453101127639504,-4.712861332156282,-8.203063338127889,-9.338354855319867,-12.13846083983588,-1.7564044420215863,-2.388548467428648,1.5992573771231993,0.7030965517880817,1.546198848941344,-1.3315909546970464,0.5542124190523564,0.7951481864555777,4.797772131369598,5.351984550421954,5.592920317825175,-0.522960034562816,-1.1566726026904117,-100,-100,-100,-100,-100,-100
Ni,EAM_Dynamo_Mishin_Farkas_Ni__MO_400591584784_002,3.51999947087,4.4499999983485905,1.5469239998434943,0.9225903390774075,1.1307015593327698,0.3121668303830434,43.61418833160591,49.3146307555799,13.614902931206531,1.600445995888735,1.290190352275537,2.4383359763909476,2.7570300501873,3.9865934370007987,-4.216495361659568,4.748810331419548,-8.3901397431204,1.2584608392889718,1.4929040958070456,0.4362684429397244,-0.08056997932294604,0.12283828904431454,-1.1642175213144204,3.775382517866915,3.89822080691123,2.611164996552495,0.47028233783334794,0.254789767391206,0.8913158297641345,1.0141540315786686,1.3829370910403858,-100,1.5578941301338187,-100
Pb,MEAM_2NN_Fe_to_Ga__MO_145522277939_001,4.94974396005,2.0400000000244725,0.3461634002144645,0.28371993776730714,0.30453442524969293,0.031221731223578686,121.26855511687198,36.930449733377316,3.7862142337307145,0.5860197622964656,0.5541029853355077,8.318016640315495,2.5330243283038043,1.1210202744557258,-1.8493990443644788,16.009731811128,-31.559999490212704,1.5993358500003783,0.7129498078681213,-1.0608443604465887,-1.2597676619937315,-1.1889711432152192,-3.4666409130434666,4.7980075500011345,3.6090364067859153,1.331366636957668,-0.5344017659183656,-0.5904047154036072,2.118423841837533,0.9294139755149878,0.11423922997083079,-100,2.7731967755334024,-100
Al,EAM_CubicNaturalSpline_Ercolessi_Adams_Al__MO_800509458712_000,4.03208277684,3.360000001085944,0.7361043770576013,0.38802041145267585,0.504048399987651,0.17404198280246275,65.55235796610602,33.04156114823349,11.408862357797904,0.6949174648177844,0.6094950681900209,6.608247053041589,3.3308763695902415,3.1324756554879603,-1.9472588865155305,5.816253114742345,-8.777163551619003,1.3942830605285688,1.2119409742983105,-0.30638335365394226,-0.9466973339057613,-0.6850829837999891,-1.7484587283971365,4.1828491815857065,3.497766197785717,2.43439045318857,-0.3639621961272206,-0.49512442166037157,1.8883184224813014,1.20323544341926,1.1418236361658556,-100,1.7606562597007291,-100
Cu,EAM_Dynamo_Mendelev_Kramer_CuZr__MO_600021860456_002,3.63908511817,3.2831162319607663,1.1064354647789563,0.8022624798087704,0.9036534747988324,0.15208649248509293,48.19218768448563,43.54903785924294,7.329380790116712,1.048731056062688,0.9929765226828042,3.578722696094939,3.2339251402793674,4.147728061288333,-1.518440175934936,7.042655984596293,-11.585453774921405,1.2917323088950778,1.1887930420842638,0.10114355506560108,-0.22031944310347848,-0.10130931641508953,-1.8833058904645703,3.8751969266852337,3.7738876102701444,1.9918910362206634,0.04758091528708853,-0.00704825803337443,1.275005947948045,1.1736966131688107,1.422560729223098,-100,1.9519853695605616,-100
Fe,EAM_Dynamo_Ackland_Bacon_Fe__MO_142799717516_002,3.68004467826,4.2618393626526725,1.1691013695236252,0.7592240798196623,0.8958498430543166,0.20493864485198143,49.837847174642214,44.647227569568244,10.213700862311327,1.93798619440577,1.4658265418364635,1.7205628626808704,1.5413659065446539,5.274435579824033,-1.1480765949981269,6.3890866718187755,-9.280267778194517,1.3029248929386619,1.4497008423637405,0.1562353934640662,-0.2754583148294692,-0.10998246592816754,-1.5850446380459071,3.908774678815986,3.798792212887818,2.3237300407700787,0.6616493898135676,0.3824192757521864,0.5426514830368437,0.43266897561749756,1.6628716745518282,-100,1.8545913273160735,-100
Al,EAM_Dynamo_Angelo_Moody_NiAlH__MO_418978237058_002,4.05000005648,3.359999997072268,0.7116319090955741,0.38725874079151856,0.4953831302262037,0.16218658415202775,66.43012777923964,32.90836464060642,10.774075509297607,0.5249221884797156,0.18171735807252565,5.557211079052395,2.7529488367319375,1.8140564463816642,-0.8375725451443723,3.3507755764708436,-4.823851980852347,1.3987168950641267,1.211940973103764,-0.340194482858568,-0.9486622284963303,-0.702423815340351,-1.819007852484715,4.19615068519238,3.493726869852029,2.377142832707665,-0.6445052397946487,-1.7053027766484918,1.7150963779298962,1.0126726414370806,0.595565468288016,-100,1.2091918344058596,-100
Ni,EAM_Dynamo_Mishin_Mehl_NiAl__MO_109933561507_002,3.45246419211,4.501335164057344,3.963677013001226,1.970714159752232,2.6350351108352297,0.996481426624497,41.15167800244351,108.43611640622441,41.006882803866844,0.565730600951927,1.0328471856615624,3.4300339155743282,9.038259899496513,8.080634619598719,1.8898644729368936,1.79659761355521,-1.3097172997041646,1.239088234664614,1.504374055892461,1.3771721330777338,0.6783959946969803,0.968896506699705,-0.003524778113628932,3.717264703993842,4.686161210693546,3.713739925880213,-0.5696372841382533,0.03231924663056938,1.232570149051508,2.2014666668819527,2.0894704114782847,0.6365051190596526,0.5858946615003927,-100
Al,EAM_Dynamo_Cai_Ye_AlCu__MO_942551040047_002,4.04976352572,3.3183172220457946,0.5626452425571319,0.4414315735601025,0.4818361298924456,0.0606068344985147,66.41848937128273,32.00282787196141,4.02541439296669,0.7179608322997981,0.4334654136518431,4.344557576340472,2.0933647881300335,1.9354625415497715,-1.05632326481568,8.876351882320574,-15.80556745950159,1.3986584907026496,1.199457793601445,-0.5751059692433093,-0.8177322572235696,-0.730151202213915,-2.803347611762568,4.195975472107949,3.465824269894034,1.3926278603453806,-0.33134026253636634,-0.8359432699079032,1.468923929905929,0.7387727178758733,0.6603463374769468,-100,2.1833906485297554,-100
Ti,EAM_Dynamo_Ackland_Ti__MO_748534961139_002,4.17263842537,4.839104460522513,0.9583522714061519,0.5642837291411233,0.6956399098961329,0.19703427113251426,72.64943804883431,50.53784853829579,14.314429074138818,1.4461234390324842,0.721147435416895,3.649968472767048,2.5390636687823394,5.558027571738522,-0.6652821352800855,6.9334012602810695,-8.859052999325197,1.4285485516464536,1.5767296747909343,-0.042539853146762244,-0.572198088126227,-0.36292312336907934,-1.6243776002346624,4.28564565493936,3.9227225315702814,2.6612680547046983,0.36888648595237133,-0.3269116751998135,1.294718529959027,0.9317953787304434,1.7152432920382203,-100,1.9363504951470942,-100
Fe,EAM_Dynamo_Ackland_Mendelev_FeP__MO_884343146310_002,3.6584048152,3.8924022779800054,0.529199581304781,0.3086975784949379,0.38219824609821895,0.11025100140492153,48.963818563287944,18.713885577160067,5.398310029211382,1.7655825059393102,0.43699514454196686,3.9852788100803176,1.5231669961884997,1.9424574928369536,13.721807241751119,-12.688318492954437,40.73230581277272,1.2970272095646471,1.3590265192034265,-0.6363896379268706,-1.1753931917064806,-0.9618158361498141,-2.204995681658595,3.891081628693941,2.9292657925441272,1.6860859470353462,0.5684806676304404,-0.827833194836221,1.3826072746831606,0.42079171740195753,0.6639539203108165,2.618986336782708,-100,3.707021532205538
Mo,EAM_Dynamo_Zhou_Johnson_Mo__MO_271256517527_002,4.11924786073,6.656085983368108,1.1102087436186732,0.7236440014809871,0.8524989155268825,0.19328237106884305,69.89623365331906,59.58646338886808,13.50970976929537,3.2556025464780536,2.2839746887867083,4.016340202140892,3.4239256691531788,9.217121647484381,0.22115928626912867,10.188648462747835,-13.082894318304183,1.4156705886204386,1.8955316216097635,0.10454805495780264,-0.32345571818737123,-0.15958334193450305,-1.6436030967775972,4.247011765861315,4.087428423926812,2.603408669083718,1.1803773726543891,0.8259172097650678,1.3903710904900648,1.2307877492685002,2.2210628030891693,-1.508872084732621,2.3212742047528105,-100
Ca,IMD_EAM_Schopf_CaCd__MO_145183423516_002,5.67090640962,1.4406639524421403,1.3534329951663466,0.19041082696421374,0.5780848830315913,0.5815110841010664,182.3716971924905,105.42632123979367,106.05116334375657,0.7737915672296325,0.8247275285930253,1.1753977974447238,0.6794799081179387,0.7995103332166963,-3.214422801817068,0.8399425143143522,-2.611352841141345,1.7353489655664907,0.36510408540889144,0.3026443239826431,-1.6585712939337403,-0.5480345646360729,-0.5421252459822665,5.206046896699472,4.658012332063399,4.663921650717206,-0.25645273464324764,-0.1927022155701566,0.16160664131744432,-0.3864276144551209,-0.22375582219290546,-100,-0.1744218248266394,-100
