elem,model,a,cohesive-energy,c11,c12,bulk,shear,volume,bulk*volume,shear*volume,formation-energy,migration-energy,relaxation-volume,edt11,spedt11,spedt33,spdst11,spdst33,ln_a,ln_cohesive-energy,ln_c11,ln_c12,ln_bulk,ln_shear,ln_volume,ln_bulk*volume,ln_shear*volume,ln_formation-energy,ln_migration-energy,ln_relaxation-volume,ln_edt11,ln_spedt11,ln_spedt33,ln_spdst11,ln_spdst33
Mg,MEAM_2NN_Fe_to_Ga__MO_145522277939_001,4.52709156275,1.541915136197115,0.3256252175701052,0.1812787916877948,0.22939426698189824,0.07217321294115521,92.78074068341529,21.283369999109635,6.6962841541822336,0.7900044589977226,0.5871051161156193,1.3928538242698998,0.3404019617294499,0.7656672710152193,-2.5765805993398887,7.211687010442937,-15.942664700737252,1.5100796941715247,0.43302523873503806,-1.1220081983131773,-1.7077191471715063,-1.4723130659596693,-2.628686313820655,4.530239082514574,3.0579260165549047,1.9015527686939189,-0.23571668923608413,-0.5325514017349776,0.3313547533761476,-1.077628119287039,-0.26700757565120414,-100,1.975702905958252,-100
Al,EAM_Dynamo_Mishin_NiAl__MO_101214310689_002,4.04999986638,3.360000022584535,0.7290570733018841,0.3751972616956687,0.49315053223107386,0.1769299058031077,66.43011842489408,32.76004825740978,11.753474595405798,0.7092833153228644,0.6449748523475523,6.927427352676268,3.4162644709143573,2.8810755796074705,-1.5902127951735632,5.151894748963663,-7.483867290487153,1.3987168481258547,1.2119409806967008,-0.31600326018627656,-0.980303360129182,-0.7069408123348737,-1.732001637253752,4.196150544377564,3.4892097320426902,2.4641489071238123,-0.34350023378745187,-0.43854395155488624,1.9354885108975943,1.2285476941573112,1.0581636895685897,-100,1.6393645594325947,-100
Zr,EAM_Dynamo_Mendelev_Sordelet_CuZr__MO_120596890176_002,4.54452471793,6.438777009067711,0.6820950823724966,0.4789004537475582,0.5466319966225376,0.10159731431246921,93.8567279641382,51.30509060349522,9.535591491312468,2.240117118643528,0.9688740388249706,1.0170843982736666,0.5559729666800564,4.748758220717473,-2.446594716490642,13.23691389152276,-22.174200514065873,1.5139231496487044,1.8623386166576754,-0.3825862138878472,-0.7362625241553039,-0.6039794696556187,-2.2867381781195277,4.541769448946114,3.937789979290495,2.255031270826586,0.8065281496088477,-0.03162066643362238,0.016940101109549775,-0.587035606992633,1.557883156651124,-100,2.583009433575079,-100
Fe,EAM_Dynamo_Zhou_Johnson_Fe__MO_650279905230_002,3.62842901039,4.1957100728082555,0.6894490858306987,0.6229824602684275,0.6451380021225179,0.033233312781135615,47.770071553757745,30.818288523440998,1.5875577295232601,1.690581638854142,0.9983785981054413,1.3832267944154726,0.8923720475219769,2.354401675018224,-0.6361774712338095,15.699317193844976,-29.29436587195641,1.2887997750937932,1.4340625920572576,-0.37186242663521984,-0.4732369142532408,-0.4382910282927544,-3.4042025091038406,3.8663993252813795,3.428108296988625,0.4621968161775392,0.5250726347262437,-0.0016227177891989643,0.3244190265234057,-0.11387213972699516,0.8562866293785243,-100,2.7536172205706086,-100
Ag,EAM_Dynamo_Hale_Wong_pairMorse_PdAgH__MO_108983864770_002,4.08997422159,2.8500136020537528,0.7754672415687052,0.5859244573674356,0.6491053854345255,0.09477139210063479,68.41663533669278,44.40960645035734,6.4839397736998565,1.1044324388329594,0.6536003051912611,5.383034355139095,3.4941558099818124,3.268435463761482,-1.9392441627708132,9.94532278402324,-17.529640050574116,1.4085386672451168,1.0473237669196096,-0.2542895389486513,-0.5345644100572947,-0.4321601942054091,-2.356287686353569,4.22561600173535,3.793455807529941,1.869328315381781,0.09933157300121309,-0.42525926849755896,1.6832522217132184,1.251091804301405,1.1843114189656578,-100,2.2971023686945795,-100
Co,EAM_Dynamo_Zhou_Johnson_Co__MO_924630542818_002,3.54909817846,4.402340034672365,1.3295962845167548,0.9563251229755033,1.0807488434892538,0.18663558077062575,44.70478804284727,48.31464797573941,8.343504079604527,1.8294601711471936,0.8017255459029462,2.7164140221179247,2.935761326011594,15.046839249160278,7.5455677262704866,10.568347308655945,-9.527690895626263,1.2666935369785424,1.482136225616757,0.2848753506782852,-0.044657336952682085,0.07765417446487316,-1.6785973293749095,3.8000806109356273,3.8777347854005004,2.121483281560718,0.6040209348915236,-0.22098894177463188,0.9993126362666782,1.0769668152174932,2.711167952471205,2.0209603347529033,2.3578634308601703,-100
Cu,EAM_Dynamo_Williams_Mishin_CuAg__MO_128703483589_002,3.61500003116,3.539999968687158,1.0603435790959816,0.7652655775954961,0.8636249114289912,0.1475390007502428,47.24163459661769,40.79905249426472,6.9699835621930735,1.2742947794244053,0.6923994262809714,3.478246629547251,3.003900479527793,3.631378884455116,-1.6700313392917576,6.708252313860904,-11.257879658330332,1.2850918642303684,1.2641267183002474,0.058592986827423664,-0.2675323451462293,-0.14661673473043768,-1.9136627262868664,3.8552755926911053,3.7086588579606676,1.941612866404239,0.24239291140937694,-0.3675922842752104,1.2465283247311862,1.099911604034789,1.2896124341255992,-100,1.9033384571267007,-100
Ag,EAM_Dynamo_Williams_Mishin_Ag__MO_131620013077_002,4.09000014519,2.849999974726826,0.7754381507054483,0.5859129744416267,0.649088033196234,0.0947625881319108,68.4179362862588,44.409263699392966,6.483460717130057,1.1044519813201226,0.6534656789454942,5.383365395495096,3.4942777904427182,3.280709464519081,-1.9275390128370748,9.953397420798286,-17.527108007681708,1.4085450055534874,1.0473189854127787,-0.25432705363317715,-0.5345840082122905,-0.43218692710675255,-2.3563805875707495,4.225635016660462,3.7934480895537095,1.8692544290897124,0.09934926744188675,-0.42546526612564634,1.6833137168023424,1.2511267135437023,1.1880596991648023,-100,2.297913942216407,-100
Al,EAM_Dynamo_PurjaPun_Mishin_NiAl__MO_751354403791_002,4.04999999459,3.3599999878508906,0.7101941128304485,0.3840909192703284,0.4927919837903684,0.16305159678006007,66.43012473378744,32.73623295100473,10.831537912142604,0.6780014360324295,0.6302273067808118,8.067815454549098,3.9757558714385794,4.730725057985506,-0.5846181897104951,7.434682746461231,-8.864916116159215,1.3987168797826455,1.2119409703593065,-0.3422169479605507,-0.9568759854866036,-0.7076681335542856,-1.8136885836021213,4.196150639347936,3.4884825057936504,2.382462055745815,-0.3886058730020532,-0.4616747202568319,2.0878827460759073,1.3802148863656203,1.554078479970945,-100,2.0061559087207788,-100
Fe,EAM_Dynamo_Mendelev_Han_Fe_2__MO_769582363439_002,3.65836485326,4.002044591327654,0.4245181979638545,0.2516776312313441,0.3092911534755142,0.08642028336625518,48.96221403789645,15.143579656496009,4.231328411394249,1.7574415305975868,0.22421380005834263,4.47600549270282,1.3843888403677589,-0.8631710442027417,22.272102552670738,-37.23664817245292,96.6161431980359,1.2970162861812933,1.3868053783602503,-0.8568004049767897,-1.379606251543606,-1.173472201460532,-2.448532869540713,3.8910488585438796,2.717576657083348,1.4425159890031671,0.5638590756414996,-1.495155217792577,1.498731017594328,0.3252587717582343,-100,3.103334888697386,-100,4.5707458411078115
Zr,EAM_Dynamo_Zhou_Johnson_Zr__MO_103270551167_002,4.53166143879,6.351767699412262,0.646189738598091,0.4818381554043285,0.536622016468916,0.08217579159688126,93.06199717593192,49.93911658117316,7.647443285518935,1.8348528311688512,0.7939466788855096,19.07776562619777,10.237549318000244,9.236884034430592,18.10606521713472,-10.41413004504452,43.55054524204536,1.511088635783441,1.848733152024872,-0.4366621053246134,-0.7301469984867558,-0.6224613122592207,-2.498894526416113,4.533265907350323,3.910804595091103,2.0343713809342105,0.6069642772923604,-0.23073897504603627,2.9485235536175605,2.3260622665546653,2.223204603069241,2.8962469770093553,-100,3.7739222231293317
Ag,EAM_Dynamo_Williams_Mishin_CuAg__MO_128703483589_002,4.09000014519,2.849999974720779,0.7754326641227988,0.5859074431285006,0.6490825167932667,0.09476261049714907,68.4179362862588,44.40888627848622,6.483462247313504,1.1044519789286298,0.6534656830154723,5.383406362821011,3.494274667286896,3.2807083456062394,-1.927537903506621,9.953398230716823,-17.52708954784121,1.4085450055534874,1.047318985410657,-0.25433412911953884,-0.5345934487597382,-0.43219542584055515,-2.356380351557402,4.225635016660462,3.793439590819907,1.86925466510306,0.09934926527656601,-0.42546525989734985,1.6833213267576448,1.251125819751793,1.188059358106551,-100,2.297914023587468,-100
Cu,EAM_Dynamo_Wu_Trinkle_CuAg__MO_270337113239_002,3.49212758512,3.320666474101886,0.7454021096280724,0.5608259686444937,0.6223513489723533,0.09228807049178933,42.5863390018862,26.503665525617823,3.930211055793311,0.8439076357626549,0.4322459723186405,3.6880917575635572,2.2952888665156466,2.445862957793259,-0.8791637124383969,6.721177245764165,-11.293213430821815,1.250511173713125,1.2001655079931848,-0.2938314617450189,-0.5783446379064523,-0.4742504759913385,-2.3828403929359996,3.751533521139375,3.2772830451480366,1.3686931282033756,-0.16971222667494062,-0.838760472406301,1.305109185418347,0.8308587033546352,0.8943980086280546,-100,1.9052633245734634,-100
Al,EAM_Dynamo_Sturgeon_Laird_Al__MO_120808805541_002,4.05001022851,3.3900019328236444,0.5902929208918614,0.4255147551015898,0.4804408103650137,0.08238908289513577,66.43062832067697,31.91598490344307,5.47315854348821,0.8865216502788957,0.5575637270632547,3.301210814923756,1.5860363666266477,1.7036760210930546,-1.9946151609202531,7.808075414740154,-14.635984008089734,1.398719406673283,1.2208304915466637,-0.5271363891979476,-0.8544556544804268,-0.7330512415829796,-2.4963023399808737,4.19615822001985,3.46310697843687,1.6998558800389758,-0.12044973156767556,-0.5841784735469565,1.194289314789355,0.46123805272697826,0.5327882818638986,-100,2.055158507714269,-100
Ni,EAM_Dynamo_Ackland_Tichy_Ni__MO_977363131043_002,3.52422037167,4.458997437238581,1.6305328945928939,0.941482213463767,1.1711657738401426,0.3445253405645634,43.771272444422266,51.26341616433952,15.08031254585887,1.421673201236863,0.8118962593561322,1.4754582068414432,1.7280055754920176,1.5811434415969887,-4.965204198597722,2.995799806574899,-6.504747898976792,1.2596592406448377,1.4949239509061256,0.4889068905870599,-0.060299822764105775,0.1579996406422894,-1.0655876337167705,3.7789777219345133,3.9369773625768025,2.713390088217743,0.3518344886801132,-0.20838270639601847,0.3889685902565275,0.5469678969345391,0.45814828250960515,-100,1.0972112431870542,-100
Al,EAM_Dynamo_Vailhe_Farkas_CoAl__MO_284963179498_002,4.04969652717,3.368458048778189,0.5901178711326448,0.49005227789171757,0.5234074756386934,0.050032796620463615,66.41519297965328,34.762208501536996,3.3229378428598357,0.6348426250060162,0.3034678213293212,6.828910227801803,3.574302707664648,2.633646121262025,-0.8724922268332495,12.612414950628326,-22.425988837549077,1.398641946747975,1.214455087363941,-0.5274329804553005,-0.7132432039934589,-0.6473950061476368,-2.995076556174357,4.195925840243925,3.548530834096288,1.2008492840695681,-0.45437814544171895,-1.192479699377726,1.9211651041613709,1.2737701103147774,0.9683692439771391,-100,2.534681642396601,-100
Cu,EAM_Dynamo_Zhou_Johnson_Cu__MO_127245782811_002,3.61495904379,3.539994660199783,37.70809819741507,0.7627850387871704,13.07788942499647,18.47265657931395,47.24002771828917,617.7998589335541,872.6488088372278,1.2813348787338241,0.5549914162859805,-3.281253503838763,-42.91187048287834,-54.681044154499844,-60.81716169615147,-1.3904984737583996,-1.5565849680741712,1.2850805260278764,1.264125218726405,3.6298748776838776,-0.2707790189941435,2.5709229740640733,2.9162916159914163,3.855241578083629,6.426164552147703,6.771533194075046,0.24790240852700102,-0.5888026315066912,-100,-100,-100,-100,-100,-100
Ag,EAM_Dynamo_Wu_Trinkle_CuAg__MO_270337113239_002,4.09006921936,2.8499968978218226,0.722744326881502,0.5504178426865297,0.6078600040848539,0.08616324209748616,68.42140278391788,41.59063417572376,5.8954098927203304,1.1046128352595481,0.6532546406783719,5.713610601131574,3.4730752466332593,3.5199971588157837,-1.7312116891791123,11.127876411019523,-19.344563834856892,1.4085618939604,1.0473179057963957,-0.3246997474675747,-0.5970775752166972,-0.49781067996843903,-2.4515116180410423,4.2256856818812,3.727875001912761,1.774174063840158,0.09949489824321281,-0.42578827062138713,1.7428511532770015,1.2450404397043837,1.258460182455073,-100,2.4094533484325384,-100
Ni,EAM_Dynamo_Angelo_Moody_NiAlH__MO_418978237058_002,3.52000034049,4.45000001259376,1.5398749686636617,0.9205034836696978,1.1269606453343524,0.30968574249698194,43.61422065642312,49.151510256717444,13.5067023074116,1.5932608436613076,0.8682840315939773,1.9461579258494557,2.1932436569233147,2.113414431954951,-5.0899742302496565,3.7916190911416883,-7.838540957428476,1.2584610863401147,1.4929040990082072,0.4317012239500775,-0.08283449377548383,0.1195243146026321,-1.17219722955936,3.7753832590203444,3.8949075736229766,2.6031860294609843,0.46578276119024026,-0.14123639250963801,0.6658571345560221,0.7853815699320406,0.7483048537868237,-100,1.3327931286989823,-100
Al,EAM_Dynamo_Winey_Kubota_Al__MO_149316865608_002,4.02484538405,2.645979617159519,0.7099978741295728,0.3851605502520839,0.49343965821124686,0.16241866193874446,65.20000128858746,32.17226635121345,10.58969696769679,0.6639239568196441,0.43157271743222037,7.9200740410691335,3.908078451761958,3.5997959851248735,-1.5711800953936026,6.573608375273132,-9.345056915616604,1.3924864962320727,0.9730413623976057,-0.3424933031349588,-0.9540950179785997,-0.7063547007127416,-1.817577944440686,4.177459488696218,3.4711047879834767,2.3598815442555323,-0.40958765892592863,-0.8403192602184478,2.0694005544024763,1.3630458086366577,1.2808771730575677,-100,1.8830629017111153,-100
Au,EAM_Dynamo_Ackland_Tichy_Au__MO_104891429740_002,4.0780001097,3.7890452932133827,1.1643187630046443,0.9806127749697481,1.0418481043147134,0.09185299401744812,67.81748802496078,70.65552133819116,6.229239321835082,0.9629499546510509,0.909341176164008,4.37666345699404,4.559819130814995,1.0239342116212349,-5.38747449816811,11.277293578391522,-23.623053303519725,1.4056066990527043,1.3321140858350042,0.15213616319736212,-0.019577622142594914,0.0409961594947803,-2.387565871037372,4.216820097158113,4.257816256652894,1.8292542261207414,-0.037753836705690366,-0.09503492391029572,1.476286666286244,1.5172829584446885,0.023652278089785785,-100,2.4227912862882075,-100
Ag,EAM_Dynamo_Zhou_Johnson_Ag__MO_947112899505_002,4.08964265274,2.8499995142306074,12.596780546298026,0.5780294452767891,4.584279812283868,6.009375550510619,68.39999734469734,313.5647269875662,411.04127169821544,1.1007062066974767,0.5965272462356137,-2.7653818431497994,-12.677284014045846,-20.346521733220357,-25.826411693947904,-1.460278220130256,-1.916223255154828,1.4084575952694298,1.0473188238351436,2.5334412691100594,-0.5481304682218815,1.52263301862365,1.7933208414036346,4.22537278580829,5.74800580443194,6.018693627211924,0.09595197989519424,-0.5166303616463931,-100,-100,-100,-100,-100,-100
Ni,EAM_Dynamo_Bonny_Pasianot_FeCuNi__MO_469343973171_002,3.5200009501,4.450261609786289,1.524112947296538,0.9271449236674736,1.1261342648771617,0.2984840118145322,43.614243316366654,49.11549383525023,13.018154317324267,1.5606036328577557,0.9785900970735056,1.837057993479665,2.068774477333668,1.6284021188978963,-6.277885969817628,4.116613094379588,-9.127459740413503,1.258461259524742,1.49296288316618,0.4214125669175695,-0.07564538942464692,0.11879076317477044,-1.2090389093443237,3.775383778574226,3.8941745417489964,2.5663448692299022,0.44507269055745535,-0.02164241966175616,0.6081653754024315,0.7269563920170061,0.48759923886046574,-100,1.4150307608101687,-100
Cu,EAM_QuinticClampedSpline_Cai_Ye_AlCu__MO_246347493730_000,3.62072397054,3.525583181711283,1.15713196962561,0.9015794527348929,0.9867636250317986,0.1277762584453585,47.46639529110068,46.838112284638804,6.065078392185229,1.2727273452387602,0.6625864283744021,3.287516312079827,3.244000726207915,3.66972808230583,-1.2016683641015031,7.045197404164307,-12.017018283449161,1.2866739977038517,1.2600458642004986,0.1459445036132929,-0.10360710629566151,-0.013324756546875184,-2.0574745254593814,3.860021993111555,3.8466972365646797,1.8025474676521736,0.24116211379019803,-0.4116042717070289,1.19013235934095,1.1768073601150142,1.3001175673067698,-100,1.9523461654214287,-100
Al,EAM_Dynamo_Zhou_Johnson_Al__MO_131650261510_002,4.05018068435,3.580002471520067,62.487187637145865,0.3880564660955126,21.08776685644563,31.049565585525176,66.43901642181756,1401.0504884748511,2062.9025978270083,0.6601558670730239,0.30389893525957284,-4.292810474587678,-90.52578625891462,-113.95060844258512,-121.0026857425943,-1.8005152974720082,-1.914076902912805,1.398761493543052,1.2753634907811044,4.134961537921767,-0.9466044187734961,3.0486931025138007,3.4355848174772734,4.1962844806291555,7.244977583142957,7.6318692981064284,-0.41527930961172166,-1.191060082653639,-100,-100,-100,-100,-100,-100
Au,EAM_Dynamo_Zhou_Johnson_Au__MO_468407568810_002,4.08005430125,3.930005220490805,8.795342652376808,0.9861187001775539,3.5891933509106386,3.9046119760996274,67.92002379707532,243.77809780615507,265.20133833503195,0.9970582403190138,0.5953897586489421,-1.7796905511750305,-6.387653505743831,-7.889716632051877,-12.693408340751322,-0.6763938530072816,-1.291524336920041,1.4061102974574065,1.3686407542494492,2.174222337337006,-0.013978546049651076,1.277927483913202,1.3621584124389412,4.21833089237222,5.496258376285422,5.58048930481116,-0.0029460951607105054,-0.5185390313395585,-100,-100,-100,-100,-100,-100
Li,MEAM_2NN_Fe_to_Ga__MO_145522277939_001,4.39263742805,1.6583746305066982,0.1148880480759584,0.06385216083026794,0.08086412324549809,0.025517943622845228,84.7570969605851,6.853808334551386,2.162826821876237,0.568379273632986,0.6014609120388581,2.774063663971577,0.2243222285890199,-0.02050620035112518,-0.7614560394796748,3.7368091018553775,-10.78140314582956,1.4799298275674908,0.5058379844504859,-2.163797119764552,-2.7511848547854205,-2.514985023669159,-3.6683734027943284,4.439789482702473,1.924804459033314,0.7714160799081444,-0.5649663478276477,-0.5083937298205136,1.020313271871384,-1.4946717403198027,-100,-100,1.318232065938017,-100
Ag,MEAM_2NN_Fe_to_Ga__MO_145522277939_001,4.07293395996,2.8500000000046026,0.8203275460788644,0.6072980582064842,0.6783078874972777,0.10651474393619009,67.56505039043809,45.829906598985175,7.196674041373293,0.9451187153633298,0.93376749849768,4.3730885890901074,2.9663005390959336,2.2456762577796856,-3.651308233998784,9.364513766562812,-18.31702716016605,1.4043636144321985,1.0473189942821741,-0.1980515720436885,-0.49873557350429515,-0.38815398276618046,-2.239471862699289,4.2130908432965954,3.824936860530415,1.9736189805973068,-0.05644473465541871,-0.06852780268641286,1.4754695304213603,1.0873155666659888,0.8090067042437087,-100,2.236927414266547,-100
Ni,MEAM_2NN_Fe_to_Ga__MO_145522277939_001,3.52139177322,4.449999999999892,1.6311266842099608,0.9413162253451504,1.1712530449667538,0.3449052294324052,43.66596233847644,51.14389135034412,15.06061875873898,1.5068021375814715,1.474225697860323,1.4862272808467982,1.7307110834179427,1.5965506416727564,-7.1624093095362396,3.855387348629724,-8.842245021181524,1.2588563015832488,1.4929040961781246,0.48927099334473934,-0.06047614341067665,0.15807415432528307,-1.064485596984367,3.7765689047497464,3.934643059075029,2.712083307765379,0.40998961545796514,0.3881329013538046,0.39624088268014734,0.5485323549370602,0.4678454531035393,-100,1.3494714815083464,-100
Al,EAM_Dynamo_Zope_Mishin_Al__MO_664470114311_002,4.04999993669,3.3600000229044444,0.7290933990097727,0.3752148940479955,0.49317439570192123,0.17693925248088857,66.43012188467323,32.761635216878695,11.754096108488397,0.7092834057246308,0.6449748178053053,6.927246435362299,3.4163405851708255,2.8813489683395574,-1.5899531577933925,5.151821382475665,-7.48331204168046,1.3987168654863489,1.2119409807919117,-0.31595343582509317,-0.9802563663479775,-0.7068924236747554,-1.7319488116397403,4.196150596459047,3.4892581727842913,2.4642017848193065,-0.3435001063323734,-0.43854400511084696,1.935462394466887,1.2285699738751776,1.0582585762712329,-100,1.639350318650519,-100
Cu,MEAM_2NN_Fe_to_Ga__MO_145522277939_001,3.61331591606,3.540000000000248,1.0993331760022451,0.7795978638545769,0.8861763012371329,0.15986765607383413,47.17564016460767,41.80593430956595,7.541859016898455,1.1125063683025482,1.0893140134531394,2.909735442086582,2.5785385684327697,2.003849845222792,-4.050673292526374,6.306155288742893,-12.629892217615303,1.284625887053175,1.264126727145753,0.09470379235428884,-0.2489770514056191,-0.1208393625771056,-1.8334089555637822,3.853877661159525,3.7330382985824198,2.020468705595743,0.10661545935877167,0.08554815266423679,1.0680621636782215,0.9472227920982987,0.6950702528818735,-100,1.841526186373565,-100
Cu,EAM_Dynamo_Ackland_Tichy_Cu__MO_179025990738_002,3.61500009724,3.519353026399475,1.0543870328741358,0.7578717239216866,0.8567101602391697,0.14825765447622463,47.24163718726269,40.472390564660536,7.003934323000356,1.1897500150670663,0.9809458672372857,2.6443018144812775,2.2653998136961175,2.040540667751658,-4.109806967541974,6.910319028466876,-13.831825640623244,1.2850918825097595,1.25827717339851,0.05295958658173509,-0.2772411373154862,-0.15465562034256802,-1.9088036102198325,3.855275647529278,3.70062002718671,1.9464720373094457,0.17374321368314352,-0.019238002144933788,0.9724070661862703,0.8177512615456265,0.7132148059526248,-100,1.9330158058117746,-100
Ni,EAM_Dynamo_Bonny_Pasianot_FeNi__MO_267721408934_002,3.5200009501,4.450261609786289,1.524112947296538,0.9271449236674736,1.1261342648771617,0.2984840118145322,43.614243316366654,49.11549383525023,13.018154317324267,1.5606036328577557,0.9785900970891912,1.837057993479665,2.068774477333668,1.6284022610201854,-6.27788623116552,4.116613311839407,-9.127460198819325,1.258461259524742,1.49296288316618,0.4214125669175695,-0.07564538942464692,0.11879076317477044,-1.2090389093443237,3.775383778574226,3.8941745417489964,2.5663448692299022,0.44507269055745535,-0.021642419645727422,0.6081653754024315,0.7269563920170061,0.48759932613760765,-100,1.4150308136351024,-100
Al,EAM_Dynamo_Zope_Mishin_TiAl__MO_117656786760_002,4.04999945569,3.3600000285924128,0.7290979491224283,0.37523881900686423,0.49319186237871887,0.17692956505778204,66.43009821586928,32.76278385708578,11.753448384079494,0.7092829522835553,0.6449750755022845,6.926606173908995,3.416146022057803,2.880981601812519,-1.5903238166721958,5.15177289545213,-7.4840611261496495,1.3987167467209078,1.2119409824847596,-0.31594719506298535,-0.9801926050300959,-0.7068570074657025,-1.7320035631331119,4.196150240162724,3.489293232697021,2.464146677029612,-0.343500745627212,-0.43854360556512734,1.9353699636504464,1.2285130215167583,1.0581310700398343,-100,1.6393409069787803,-100
Fe,EAM_Dynamo_Mendelev_Han_Fe_5__MO_942420706858_002,3.65829627514,4.014904896210869,0.7508191756412069,0.463997227048123,0.5596045432458177,0.14341097429654195,48.959460616259605,27.397936595723554,7.021323948010965,1.7085386831610379,0.8067658198831997,3.2466186649085547,1.816822130829213,3.46197240018522,0.24726382074047965,5.159875934472037,-6.04816393892302,1.2969975404395406,1.3900136599976,-0.2865904343172853,-0.7678767029631294,-0.580524917485709,-1.9420408244802436,3.890992621318622,3.310467703832913,1.9489517968383785,0.5356384339095397,-0.21472183884263782,1.1776140439412723,0.5970888929488108,1.241838484505376,-1.3972994122034035,1.6409125354974472,-100
Fe,EAM_Dynamo_Bonny_Pasianot_FeNi__MO_267721408934_002,3.65836487293,4.002044591326717,0.4245238873475433,0.25167081494027677,0.30928850574269895,0.08642653620363328,48.96221482766466,15.143450261901421,4.23163463241323,1.757441550492477,0.2242141880521576,4.476206390692889,1.3844390603975265,-0.8630597928106345,22.270709093125966,-37.231043981105394,96.60388800323244,1.2970162915580123,1.386805378360016,-0.8567870030882677,-1.379633335330671,-1.1734807621455654,-2.448460518341004,3.891048874674037,2.7175681125284714,1.4425883563330324,0.5638590869618706,-1.4951534873304952,1.498775899907821,0.32529504705707774,-100,3.103272321495463,-100,4.570618988889191
Cu,EAM_Dynamo_Bonny_Pasianot_FeCuNi__MO_469343973171_002,3.61492507696,3.540218330215783,1.0602729746251454,0.7651019539672601,0.8634922941865552,0.14758551032894263,47.238696102444365,40.79025007188117,6.971747071553085,1.2742894648056966,0.6924365275291793,3.4774915279852956,3.002787167797474,3.629020761611721,-1.6718332249217347,6.705008480419601,-11.253576539790103,1.2850711297970563,1.2641884004460446,0.05852639820182939,-0.26774618087586266,-0.1467703053650947,-1.9133475401377065,3.855213389391169,3.7084430840260745,1.9418658492534626,0.2423887407654434,-0.3675387021189778,1.246311208575339,1.0995409132952554,1.2889628492428737,-100,1.9028547815232375,-100